rct_id	source	domain	signalling_answers_json	model_judgement	algorithmic_judgement	cochrane_judgement	model_self_conformant	cochrane_match	direction	has_evidence_quotes
RCT074	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""Y"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	high	high	low	1	0	cochrane_more_lenient	1
RCT074	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""PY"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT075	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT075	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT076	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT076	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""N"", ""4.5"": ""N""}"	low	low	low	1	1	match	1
RCT076	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT078	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""Y"", ""2.4"": ""N"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y""}"	low	low	low	1	1	match	1
RCT078	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""Y"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""Y""}"	high	high	high	1	1	match	1
RCT078	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""Y"", ""5.3"": ""N""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT079	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT079	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
RCT079	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""NI"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""Y""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT079	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""PY"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT080	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT080	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""NI"", ""2.2"": ""NI"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""NI"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT080	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT080	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""NI"", ""4.2"": ""NI"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT080	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
RCT081	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT081	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""N"", ""2.3"": ""Y"", ""2.4"": ""Y"", ""2.5"": ""Y"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT081	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""N"", ""3.2"": ""Y""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT081	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""NI"", ""4.2"": ""NI"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT081	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT082	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT082	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT082	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT082	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT082	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT083	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT083	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT083	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT083	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT083	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT085	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""Y""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT085	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""N"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT085	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT085	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT085	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT086	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""N""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT086	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""NI"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT086	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT086	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT086	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""PY"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT087	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT087	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""NI"", ""2.2"": ""NI"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT087	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT087	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT087	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT088	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT088	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""NI"", ""2.2"": ""NI"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""NI"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT088	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT088	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""NI"", ""4.2"": ""NI"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT088	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
RCT089	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT089	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	low	1	1	match	1
RCT089	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT089	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT089	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT090	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""N""}"	low	low	low	1	1	match	1
RCT090	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT090	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT090	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT090	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT091	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT091	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	low	1	1	match	1
RCT091	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT091	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT091	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""N"", ""5.3"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT092	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT092	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""N""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT092	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT092	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT092	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""N"", ""5.3"": ""N""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT093	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""N""}"	low	low	low	1	1	match	1
RCT093	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT093	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT093	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT093	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT094	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT094	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	low	1	1	match	1
RCT094	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT094	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT094	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	high	1	0	cochrane_more_strict	1
RCT095	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT095	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT095	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT095	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""NI"", ""4.2"": ""NI"", ""4.3"": ""Y"", ""4.4"": ""N"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT095	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""NI"", ""5.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
RCT096	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""N""}"	low	low	low	1	1	match	1
RCT096	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""N"", ""2.4"": ""N"", ""2.5"": ""N"", ""2.6"": ""Y"", ""2.7"": ""N""}"	low	low	low	1	1	match	1
RCT096	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT096	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT096	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT097	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""N""}"	low	low	low	1	1	match	1
RCT097	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	low	1	1	match	1
RCT097	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT097	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT097	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT098	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT098	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	low	1	1	match	1
RCT098	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""N"", ""3.2"": ""NI"", ""3.3"": ""Y"", ""3.4"": ""Y""}"	high	high	high	1	1	match	1
RCT098	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT098	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""N"", ""5.3"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	0
RCT099	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""N""}"	low	low	low	1	1	match	1
RCT099	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	some_concerns	1	0	cochrane_more_strict	0
RCT099	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT099	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT099	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT100	gemma4_26b_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""N""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT100	gemma4_26b_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""N"", ""2.7"": ""Y""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT100	gemma4_26b_fulltext_pass2	d3	"{""3.1"": ""N"", ""3.2"": ""Y"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT100	gemma4_26b_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT100	gemma4_26b_fulltext_pass2	d5	"{""5.1"": ""Y"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT001	gemma4_26b_fulltext_pass3	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT001	gemma4_26b_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT001	gemma4_26b_fulltext_pass3	d3	"{""3.1"": ""Y"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT001	gemma4_26b_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT001	gemma4_26b_fulltext_pass3	d5	"{""5.1"": ""PY"", ""5.2"": ""N"", ""5.3"": ""N""}"	low	low	low	1	1	match	1
RCT002	gemma4_26b_fulltext_pass3	d1	"{""1.1"": ""Y"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT002	gemma4_26b_fulltext_pass3	d2	"{""2.1"": ""NI"", ""2.2"": ""NI"", ""2.3"": ""N"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
